whole,part,jj,result1,result2,result3
motorcycle,light,black,impossible,probably,unlikely
motorcycle,light,indian,guaranteed,probably,pjj-nonsense
city,light,busy,impossible,impossible,impossible
city,light,ancient,unrelated,impossible,probably
city,light,poor,unrelated,unrelated,pjj-nonsense
city,light,american,unrelated,guaranteed,probably
city,light,old,unrelated,unrelated,probably
water,ice,rippled,unlikely,unrelated,impossible
water,ice,blue,unrelated,unlikely,probably
water,ice,clear,unrelated,guaranteed,unlikely
water,ice,warm,impossible,impossible,unlikely
sneaker,sole,red,unlikely,probably,unlikely
sneaker,sole,old,guaranteed,guaranteed,guaranteed
wall,section,high,unrelated,wjj-nonsense,unrelated
wall,section,white,guaranteed,probably,probably
wall,section,anterior,guaranteed,guaranteed,guaranteed
wall,section,posterior,guaranteed,guaranteed,guaranteed
wall,section,lateral,unrelated,probably,wjj-nonsense
suitcase,side,heavy,probably,unlikely,probably
suitcase,side,green,probably,guaranteed,guaranteed
suitcase,side,empty,guaranteed,impossible,guaranteed
suitcase,side,dark,probably,guaranteed,guaranteed
suitcase,side,open,probably,guaranteed,guaranteed
suitcase,side,battered,probably,probably,probably
suitcase,side,old,guaranteed,guaranteed,guaranteed
kitchen,cabinet,warm,probably,probably,unlikely
kitchen,cabinet,tiny,probably,probably,probably
kitchen,cabinet,interior,guaranteed,guaranteed,guaranteed
kitchen,cabinet,dark,probably,probably,unrelated
kitchen,cabinet,old,probably,probably,probably
jar,label,empty,pjj-nonsense,impossible,unrelated
jar,label,white,unlikely,unrelated,unrelated
jar,label,homemade,impossible,probably,probably
jar,label,sealed,impossible,impossible,probably
dispenser,soap,red,unlikely,unlikely,unrelated
kite,green,long,unrelated,unrelated,unrelated
kite,green,high,guaranteed,guaranteed,pjj-nonsense
kite,green,blue,impossible,impossible,impossible
kite,green,old,guaranteed,guaranteed,probably
truck,fender,black,guaranteed,probably,probably
truck,fender,old,guaranteed,probably,probably
people,leg,young,guaranteed,guaranteed,guaranteed
people,leg,american,guaranteed,guaranteed,impossible
people,leg,old,guaranteed,guaranteed,guaranteed
dryer,door,one,unrelated,pjj-nonsense,guaranteed
dryer,door,hot,probably,probably,probably
dryer,door,white,probably,probably,probably
dryer,door,solar,pjj-nonsense,pjj-nonsense,impossible
dryer,door,electric,unlikely,pjj-nonsense,impossible
dryer,door,automatic,unlikely,wjj-nonsense,impossible
board,letter,editorial,pjj-nonsense,guaranteed,wjj-nonsense
surfboard,trim,purple,unlikely,unrelated,unlikely
surfboard,trim,short,unrelated,guaranteed,guaranteed
surfboard,trim,regular,probably,probably,guaranteed
surfboard,trim,old,guaranteed,probably,guaranteed
giraffe,stomach,young,guaranteed,guaranteed,guaranteed
giraffe,stomach,stuffed,guaranteed,probably,guaranteed
giraffe,stomach,brown,probably,probably,probably
female,foot,young,guaranteed,guaranteed,guaranteed
female,foot,human,guaranteed,guaranteed,guaranteed
female,foot,white,guaranteed,guaranteed,guaranteed
female,foot,male,guaranteed,wjj-nonsense,guaranteed
helmet,mask,golden,probably,unrelated,unrelated
helmet,mask,white,unrelated,unrelated,unrelated
wall,portrait,high,unrelated,unrelated,unrelated
sign,number,positive,probably,unrelated,unlikely
sign,number,sure,guaranteed,pjj-nonsense,wjj-nonsense
sign,number,negative,probably,unlikely,unlikely
sign,number,black,unlikely,unlikely,unrelated
giraffe,hay,young,impossible,unrelated,unrelated
giraffe,hay,tall,impossible,unrelated,unrelated
giraffe,hay,brown,unrelated,unrelated,unrelated
boy,thumb,young,guaranteed,guaranteed,guaranteed
parking lot,line,painted,guaranteed,guaranteed,unrelated
parking lot,line,awful,unrelated,probably,wjj-nonsense
parking lot,line,hard,guaranteed,guaranteed,wjj-nonsense
parking lot,line,human,pjj-nonsense,wjj-nonsense,wjj-nonsense
parking lot,line,empty,unrelated,guaranteed,unlikely
parking lot,line,blue,unrelated,unlikely,unlikely
mirror,part,concave,guaranteed,probably,guaranteed
mirror,part,spherical,guaranteed,pjj-nonsense,guaranteed
mirror,part,magic,guaranteed,probably,guaranteed
mirror,part,grey,guaranteed,probably,pjj-nonsense
mirror,part,long,unrelated,probably,unlikely
mirror,part,broken,unrelated,probably,probably
shirt,arm,clean,unrelated,guaranteed,guaranteed
shirt,arm,white,guaranteed,probably,probably
bird,head,dead,guaranteed,guaranteed,guaranteed
bird,head,white,unrelated,unrelated,probably
bird,head,male,guaranteed,guaranteed,guaranteed
bird,head,beautiful,guaranteed,probably,probably
bird,head,old,guaranteed,guaranteed,guaranteed
bottle,top,hot,probably,probably,unlikely
bottle,top,white,unrelated,unrelated,unrelated
bottle,top,plastic,probably,probably,probably
bottle,top,empty,guaranteed,unrelated,unrelated
bottle,top,broken,unrelated,probably,unrelated
plate,glass,thin,unrelated,unrelated,unrelated
plate,glass,flat,impossible,impossible,impossible
plate,glass,round,unrelated,unrelated,unrelated
plate,glass,white,unrelated,unrelated,unlikely
plate,glass,empty,unrelated,unrelated,unrelated
plate,glass,dirty,unrelated,unrelated,unrelated
doll,head,white,probably,guaranteed,guaranteed
doll,head,naked,unrelated,guaranteed,guaranteed
doll,head,old,probably,guaranteed,guaranteed
doll,head,wooden,probably,probably,guaranteed
doll,head,beautiful,unrelated,guaranteed,guaranteed
doll,head,broken,probably,unrelated,probably
dish,pizza,hot,probably,guaranteed,guaranteed
dish,pizza,white,unlikely,unlikely,unrelated
dish,pizza,deep,unrelated,probably,unrelated
helmet,visor,golden,unrelated,unlikely,unrelated
helmet,visor,red,unrelated,unlikely,unrelated
hot dog,tomato,old,probably,probably,unrelated
dog,leg,dead,guaranteed,guaranteed,guaranteed
dog,leg,white,probably,probably,probably
dog,leg,old,guaranteed,guaranteed,guaranteed
streetlight,sign,curved,unlikely,unrelated,unlikely
streetlight,sign,tall,unrelated,probably,unlikely
streetlight,sign,occasional,unlikely,pjj-nonsense,pjj-nonsense
streetlight,sign,black,unlikely,unrelated,unlikely
streetlight,sign,lone,unrelated,unrelated,probably
streetlight,sign,distant,unrelated,guaranteed,guaranteed
food,sauce,pink,unrelated,unrelated,unrelated
food,sauce,raw,unrelated,unrelated,probably
food,sauce,chinese,guaranteed,unrelated,probably
chair,edge,empty,guaranteed,guaranteed,probably
chair,edge,purple,probably,guaranteed,guaranteed
chair,edge,comfortable,unlikely,pjj-nonsense,guaranteed
knee,part,bended,probably,guaranteed,guaranteed
knee,part,man,pjj-nonsense,pjj-nonsense,pjj-nonsense
knee,part,bare,unrelated,guaranteed,guaranteed
knee,part,flexed,unrelated,guaranteed,guaranteed
knee,part,injured,probably,probably,guaranteed
knee,part,round,unrelated,probably,guaranteed
knee,part,bent,unrelated,guaranteed,guaranteed
knife,edge,sharp,unrelated,guaranteed,guaranteed
knife,edge,silver,probably,guaranteed,guaranteed
knife,edge,long,guaranteed,guaranteed,guaranteed
knife,edge,gold,probably,guaranteed,guaranteed
knife,edge,black,unrelated,guaranteed,guaranteed
pole,top,green,unrelated,probably,probably
pole,top,long,unrelated,unlikely,impossible
pole,top,tall,probably,unrelated,unlikely
pole,top,metallic,probably,guaranteed,probably
parka,hood,green,probably,guaranteed,probably
parka,hood,heavy,probably,unrelated,probably
jet,back,black,probably,unrelated,unlikely
jet,back,private,unlikely,impossible,pjj-nonsense
shirt,hole,clean,guaranteed,guaranteed,guaranteed
shirt,hole,white,unrelated,guaranteed,impossible
guy,tattoo,nice,unrelated,unrelated,unrelated
guy,tattoo,old,unrelated,unrelated,unrelated
van,rack,grey,unrelated,unrelated,probably
van,rack,old,unrelated,unrelated,probably
people,shoe,american,unrelated,unrelated,unrelated
people,shoe,old,unrelated,unrelated,unrelated
station,train,naval,unlikely,pjj-nonsense,probably
station,train,high,impossible,guaranteed,pjj-nonsense
station,train,empty,unrelated,guaranteed,guaranteed
station,train,private,probably,guaranteed,guaranteed
station,train,old,unlikely,probably,probably
ground,hole,sandy,probably,probably,probably
ground,hole,dry,probably,probably,guaranteed
ground,hole,white,unrelated,unlikely,probably
ground,hole,open,guaranteed,pjj-nonsense,guaranteed
ground,hole,dirty,probably,guaranteed,guaranteed
donut,cream,powdered,guaranteed,guaranteed,guaranteed
donut,cream,golden,probably,unlikely,unrelated
donut,cream,stale,unrelated,guaranteed,unlikely
donut,cream,jelly,guaranteed,impossible,guaranteed
donut,cream,plain,guaranteed,probably,probably
donut,cream,blue,unrelated,unlikely,unrelated
pizza,spinach,hot,guaranteed,guaranteed,guaranteed
pizza,spinach,frozen,guaranteed,guaranteed,guaranteed
pizza,spinach,leftover,guaranteed,guaranteed,guaranteed
pizza,spinach,cold,guaranteed,guaranteed,guaranteed
tail,part,bushy,guaranteed,probably,probably
tail,part,straight,guaranteed,guaranteed,probably
tail,part,long,unrelated,probably,unrelated
tail,part,forked,unrelated,unrelated,unrelated
tail,part,short,unrelated,probably,unrelated
tail,part,grey,unrelated,probably,probably
cow,belly,red,unlikely,unlikely,unrelated
cow,belly,old,guaranteed,guaranteed,guaranteed
girl,neck,poor,unrelated,impossible,probably
girl,neck,beautiful,probably,unrelated,probably
girl,neck,pretty,probably,unrelated,guaranteed
girl,neck,old,guaranteed,guaranteed,guaranteed
coat,collar,long,probably,unlikely,impossible
coat,collar,muscular,impossible,unrelated,pjj-nonsense
coat,collar,white,probably,probably,probably
floor,brick,concrete,guaranteed,probably,impossible
floor,brick,polished,guaranteed,probably,guaranteed
floor,brick,bare,guaranteed,probably,guaranteed
floor,brick,wooden,guaranteed,unlikely,impossible
floor,brick,grey,guaranteed,probably,guaranteed
building,brick,tall,pjj-nonsense,unlikely,pjj-nonsense
building,brick,original,probably,pjj-nonsense,probably
building,brick,brown,guaranteed,probably,guaranteed
building,brick,fine,guaranteed,pjj-nonsense,probably
building,brick,old,guaranteed,probably,probably
toilet,sink,indoor,guaranteed,guaranteed,guaranteed
toilet,sink,white,probably,probably,probably
toilet,sink,closed,impossible,impossible,impossible
bus,hubcap,old,probably,guaranteed,probably
car,plate,silver,unlikely,unrelated,unrelated
car,plate,white,unlikely,unrelated,unrelated
car,plate,used,unrelated,probably,probably
car,plate,open,unrelated,impossible,unlikely
car,plate,private,guaranteed,impossible,guaranteed
car,plate,old,unrelated,probably,probably
bottle,pump,hot,guaranteed,guaranteed,probably
bottle,pump,white,unlikely,probably,unrelated
bottle,pump,plastic,guaranteed,guaranteed,guaranteed
bottle,pump,empty,guaranteed,probably,guaranteed
bottle,pump,broken,impossible,unrelated,probably
hand,knuckle,human,guaranteed,guaranteed,wjj-nonsense
body,hand,dark,guaranteed,probably,guaranteed
body,hand,painted,unrelated,probably,unrelated
body,hand,foreign,guaranteed,impossible,guaranteed
body,hand,blue,unrelated,guaranteed,guaranteed
woman,thigh,poor,unrelated,pjj-nonsense,pjj-nonsense
woman,thigh,beautiful,probably,probably,unrelated
rock,edge,solid,guaranteed,guaranteed,guaranteed
rock,edge,hard,guaranteed,guaranteed,guaranteed
rock,edge,white,guaranteed,guaranteed,unlikely
rock,edge,bare,guaranteed,guaranteed,guaranteed
guy,short,poor,unrelated,pjj-nonsense,impossible
guy,short,young,unrelated,unrelated,unrelated
guy,short,old,unrelated,unrelated,unrelated
door,glass,closed,guaranteed,probably,guaranteed
door,glass,inner,unrelated,guaranteed,guaranteed
door,glass,heavy,unlikely,unlikely,unlikely
door,glass,white,unlikely,unlikely,unlikely
door,glass,wooden,impossible,impossible,impossible
baseball player,glove,poor,unrelated,pjj-nonsense,pjj-nonsense
airplane,underside,light,pjj-nonsense,guaranteed,probably
airplane,underside,white,probably,probably,probably
toothbrush,head,soft,guaranteed,unlikely,guaranteed
toothbrush,head,stiff,guaranteed,pjj-nonsense,guaranteed
toothbrush,head,white,probably,probably,probably
toothbrush,head,old,guaranteed,guaranteed,guaranteed
female,head,young,guaranteed,guaranteed,guaranteed
female,head,human,guaranteed,guaranteed,guaranteed
female,head,white,guaranteed,guaranteed,unrelated
female,head,male,wjj-nonsense,wjj-nonsense,wjj-nonsense
beach,part,daytime,pjj-nonsense,pjj-nonsense,guaranteed
beach,part,sandy,guaranteed,probably,guaranteed
beach,part,white,guaranteed,probably,guaranteed
beach,part,rocky,probably,probably,unrelated
beach,part,private,pjj-nonsense,guaranteed,guaranteed
plate,utensil,flat,unlikely,unrelated,unrelated
man,cap,poor,unrelated,probably,impossible
box,hole,appropriate,guaranteed,pjj-nonsense,pjj-nonsense
box,hole,wooden,impossible,guaranteed,impossible
box,hole,safe,guaranteed,probably,impossible
box,hole,empty,guaranteed,guaranteed,unrelated
box,hole,grey,impossible,guaranteed,impossible
computer mouse,cord,dead,guaranteed,probably,guaranteed
computer mouse,cord,white,probably,probably,unrelated
computer mouse,cord,male,wjj-nonsense,pjj-nonsense,pjj-nonsense
light,bulb,dim,guaranteed,guaranteed,guaranteed
light,bulb,lit,guaranteed,guaranteed,guaranteed
light,bulb,bright,guaranteed,guaranteed,guaranteed
light,bulb,white,guaranteed,guaranteed,guaranteed
bench,arm,hard,probably,guaranteed,probably
bench,arm,gray,probably,probably,probably
bench,arm,long,unrelated,probably,unlikely
bench,arm,wooden,probably,guaranteed,probably
bench,arm,federal,guaranteed,guaranteed,pw-nonsense
bench,arm,judicial,guaranteed,pjj-nonsense,pjj-nonsense
motorcycle,word,used,probably,impossible,pjj-nonsense
motorcycle,word,indian,unrelated,unlikely,pjj-nonsense
motorcycle,word,burning,probably,guaranteed,probably
motorcycle,word,black,unlikely,unlikely,unlikely
motorcycle,word,old,unrelated,probably,guaranteed
clock,border,framed,probably,guaranteed,guaranteed
clock,border,tall,guaranteed,impossible,guaranteed
clock,border,antique,guaranteed,guaranteed,probably
clock,border,green,probably,probably,unrelated
clock,border,internal,guaranteed,guaranteed,pjj-nonsense
clock,border,old,guaranteed,guaranteed,probably
horse,coat,dead,impossible,impossible,guaranteed
horse,coat,black,guaranteed,guaranteed,guaranteed
horse,coat,old,guaranteed,guaranteed,guaranteed
kite,eye,high,guaranteed,probably,guaranteed
kite,eye,electrical,unrelated,unlikely,pjj-nonsense
kite,eye,long,unrelated,unrelated,unlikely
kite,eye,blue,unrelated,unrelated,unlikely
kite,eye,old,guaranteed,guaranteed,guaranteed
uniform,sleeve,white,probably,probably,unrelated
donut,sprinkle,golden,unrelated,unlikely,unrelated
vanity,door,human,impossible,pjj-nonsense,pjj-nonsense
vanity,door,white,guaranteed,probably,guaranteed
vanity,door,personal,guaranteed,pjj-nonsense,impossible
vanity,door,wooden,guaranteed,probably,guaranteed
vanity,door,national,guaranteed,pjj-nonsense,pjj-nonsense
vanity,door,dirty,probably,probably,guaranteed
bed,linen,narrow,probably,probably,unlikely
bed,linen,made,guaranteed,guaranteed,impossible
bed,linen,dry,guaranteed,guaranteed,guaranteed
bed,linen,warm,probably,guaranteed,guaranteed
snow,trail,tall,probably,pjj-nonsense,wjj-nonsense
snow,trail,heavy,unlikely,pjj-nonsense,impossible
snow,trail,high,probably,wjj-nonsense,guaranteed
snow,trail,white,guaranteed,guaranteed,guaranteed
snow,trail,fresh,guaranteed,guaranteed,guaranteed
snow,trail,dirty,guaranteed,probably,guaranteed
snow,trail,deep,unrelated,wjj-nonsense,unlikely
person,toe,human,guaranteed,probably,guaranteed
station,roof,empty,guaranteed,probably,unrelated
station,roof,high,guaranteed,guaranteed,guaranteed
station,roof,private,guaranteed,probably,guaranteed
station,roof,old,guaranteed,probably,probably
monitor,frame,active,impossible,probably,impossible
monitor,frame,external,guaranteed,guaranteed,guaranteed
monitor,frame,white,probably,impossible,probably
monitor,frame,inward,unlikely,unrelated,impossible
monitor,frame,off,impossible,guaranteed,impossible
lady,mouth,poor,pjj-nonsense,unrelated,pjj-nonsense
lady,mouth,beautiful,probably,probably,unrelated
lady,mouth,dear,pjj-nonsense,unrelated,pjj-nonsense
trolley,headlight,electric,guaranteed,guaranteed,probably
trolley,headlight,red,unrelated,unlikely,unlikely
clock face,number,beautiful,probably,probably,unlikely
clock face,number,handsome,probably,probably,unlikely
clock face,number,blue,unlikely,unlikely,unlikely
luggage,handle,heavy,unlikely,unlikely,unlikely
luggage,handle,excess,impossible,unlikely,pjj-nonsense
luggage,handle,light,probably,guaranteed,guaranteed
luggage,handle,blue,probably,probably,probably
person,bat,human,impossible,impossible,impossible
pond,ripple,shallow,unrelated,unrelated,impossible
pond,ripple,old,impossible,impossible,impossible
person,short,human,impossible,impossible,impossible
building,lettering,original,guaranteed,unrelated,unlikely
building,lettering,public,guaranteed,guaranteed,guaranteed
building,lettering,brown,unlikely,unrelated,unrelated
building,lettering,fine,probably,wjj-nonsense,probably
building,lettering,old,unrelated,probably,unrelated
room,table,inner,guaranteed,pjj-nonsense,guaranteed
room,table,empty,probably,unrelated,probably
room,table,private,guaranteed,guaranteed,guaranteed
kitten,head,newborn,guaranteed,guaranteed,guaranteed
kitten,head,young,guaranteed,guaranteed,guaranteed
kitten,head,white,unrelated,probably,probably
kitten,head,tiny,guaranteed,guaranteed,probably
ram,ear,white,probably,guaranteed,guaranteed
ram,ear,dirty,unrelated,probably,probably
ram,ear,old,guaranteed,guaranteed,guaranteed
can,liner,empty,guaranteed,pjj-nonsense,guaranteed
can,liner,white,unrelated,guaranteed,unlikely
can,liner,old,unlikely,guaranteed,probably
can,liner,wet,guaranteed,probably,guaranteed
man,flower,poor,unrelated,pjj-nonsense,pjj-nonsense
umbrella,writing,open,guaranteed,pjj-nonsense,impossible
umbrella,writing,white,unlikely,unrelated,unlikely
zebra,end,female,guaranteed,guaranteed,guaranteed
zebra,end,dead,guaranteed,guaranteed,guaranteed
zebra,end,true,guaranteed,nonsense,pjj-nonsense
zebra,end,young,guaranteed,guaranteed,guaranteed
zebra,end,tall,probably,probably,guaranteed
zebra,end,striped,guaranteed,guaranteed,guaranteed
zebra,end,brown,guaranteed,probably,probably
banana,sticker,green,unrelated,unrelated,unrelated
face,whisker,yellow,probably,unrelated,unrelated
face,whisker,light,probably,probably,guaranteed
zebra,rear,black,probably,probably,unlikely
cap,stripe,tan,unlikely,unlikely,unlikely
cap,stripe,light,unlikely,probably,guaranteed
cap,stripe,grey,unlikely,unlikely,unlikely
sky,wire,dark,unrelated,unrelated,guaranteed
sky,wire,open,unrelated,pjj-nonsense,guaranteed
sky,wire,clear,unrelated,impossible,impossible
cake,flower,round,unrelated,unrelated,unrelated
cake,flower,national,guaranteed,pjj-nonsense,unrelated
cake,flower,sweet,probably,probably,unrelated
calf,leg,young,guaranteed,guaranteed,guaranteed
calf,leg,white,probably,probably,probably
calf,leg,original,guaranteed,guaranteed,pjj-nonsense
calf,leg,bare,probably,guaranteed,probably
bird,reflection,dead,impossible,impossible,guaranteed
bird,reflection,white,probably,guaranteed,guaranteed
bird,reflection,male,pjj-nonsense,guaranteed,guaranteed
bird,reflection,beautiful,probably,probably,guaranteed
bird,reflection,old,impossible,impossible,guaranteed
water,side,calm,guaranteed,guaranteed,probably
water,side,blue,guaranteed,guaranteed,guaranteed
water,side,clear,guaranteed,guaranteed,probably
water,side,warm,guaranteed,probably,probably
leg,hoof,broken,unrelated,probably,unlikely
leg,hoof,affected,unrelated,pjj-nonsense,probably
leg,hoof,injured,unrelated,probably,probably
ground,light,sandy,unlikely,pjj-nonsense,probably
ground,light,dry,probably,pjj-nonsense,guaranteed
ground,light,white,unrelated,unrelated,unrelated
ground,light,firm,unrelated,pjj-nonsense,impossible
ground,light,open,unrelated,pjj-nonsense,unrelated
ground,light,dirty,unrelated,pjj-nonsense,guaranteed
container,cover,airtight,guaranteed,guaranteed,guaranteed
container,cover,suitable,guaranteed,pjj-nonsense,probably
container,cover,closed,guaranteed,guaranteed,probably
container,cover,white,unrelated,probably,unlikely
container,cover,plastic,probably,probably,unlikely
container,cover,sealed,guaranteed,guaranteed,guaranteed
container,cover,empty,guaranteed,unrelated,guaranteed
kite,tip,long,unlikely,probably,impossible
kite,tip,high,guaranteed,guaranteed,guaranteed
kite,tip,blue,guaranteed,unrelated,guaranteed
kite,tip,old,guaranteed,guaranteed,guaranteed
bus,people,external,unrelated,wjj-nonsense,pjj-nonsense
bus,people,public,guaranteed,pjj-nonsense,guaranteed
bus,people,crowded,guaranteed,guaranteed,guaranteed
bus,people,colorful,unrelated,unrelated,unrelated
bus,people,black,unrelated,unrelated,unrelated
bus,people,old,unrelated,unrelated,unrelated
sheep,tag,fat,impossible,unrelated,impossible
city,skyline,american,guaranteed,guaranteed,guaranteed
city,skyline,old,guaranteed,guaranteed,probably
bathroom,tile,white,guaranteed,guaranteed,probably
pole,sign,green,unlikely,unlikely,unrelated
pole,sign,long,unrelated,unlikely,unrelated
pole,sign,tall,unrelated,unlikely,unrelated
pole,sign,posterior,guaranteed,pjj-nonsense,pjj-nonsense
girl,brace,poor,unrelated,pjj-nonsense,impossible
girl,brace,pretty,unrelated,unrelated,unrelated
zebra,spot,dead,impossible,pjj-nonsense,guaranteed
zebra,spot,tall,unrelated,pjj-nonsense,unrelated
zebra,spot,true,pjj-nonsense,pjj-nonsense,guaranteed
zebra,spot,brown,probably,unrelated,probably
table,plate,metal,unlikely,unrelated,impossible
table,plate,white,unrelated,unrelated,impossible
table,plate,accompanying,guaranteed,pjj-nonsense,pjj-nonsense
table,plate,long,unlikely,unrelated,impossible
table,plate,above,guaranteed,wjj-nonsense,wjj-nonsense
bench,bottom,concrete,guaranteed,unrelated,probably
bench,bottom,hard,guaranteed,probably,guaranteed
bench,bottom,gray,guaranteed,unrelated,probably
bench,bottom,long,guaranteed,probably,guaranteed
bench,bottom,wooden,guaranteed,unrelated,probably
bush,leaf,colored,guaranteed,unlikely,guaranteed
bush,leaf,curved,probably,impossible,wjj-nonsense
bush,leaf,green,guaranteed,probably,guaranteed
bush,leaf,thick,guaranteed,unlikely,unlikely
bush,leaf,australian,guaranteed,wjj-nonsense,guaranteed
bush,leaf,dense,guaranteed,impossible,unrelated
bush,leaf,lilac,guaranteed,impossible,guaranteed
bush,leaf,low,guaranteed,wjj-nonsense,probably
cow,face,dead,guaranteed,guaranteed,guaranteed
cow,face,white,probably,unrelated,probably
cow,face,old,guaranteed,guaranteed,guaranteed
ear,inside,human,guaranteed,guaranteed,guaranteed
ear,inside,furry,probably,probably,guaranteed
girl,umbrella,poor,pjj-nonsense,unrelated,impossible
girl,umbrella,beautiful,unrelated,unrelated,unrelated
girl,umbrella,pretty,unrelated,unrelated,unrelated
girl,umbrella,old,unrelated,unrelated,unrelated
sweater,sleeve,heavy,probably,guaranteed,probably
sweater,sleeve,white,guaranteed,probably,unlikely
giraffe,hair,young,guaranteed,guaranteed,guaranteed
giraffe,hair,tall,unlikely,unrelated,unlikely
giraffe,hair,brown,probably,guaranteed,guaranteed
elephant,butt,young,guaranteed,guaranteed,guaranteed
elephant,butt,red,guaranteed,probably,wjj-nonsense
beach,foam,sandy,impossible,impossible,unlikely
beach,foam,white,unrelated,unrelated,unrelated
plate,corner,thin,probably,guaranteed,probably
plate,corner,flat,unrelated,guaranteed,probably
plate,corner,round,impossible,impossible,probably
plate,corner,white,guaranteed,probably,guaranteed
plate,corner,empty,guaranteed,guaranteed,guaranteed
plate,corner,dirty,probably,probably,guaranteed
shop,door,antique,unrelated,probably,unrelated
shop,door,white,unrelated,probably,unrelated
shop,door,old,probably,probably,probably
shop,window,antique,unrelated,probably,unrelated
shop,window,lit,guaranteed,pjj-nonsense,probably
shop,window,white,unrelated,unlikely,unrelated
shop,window,old,probably,probably,probably
window,windowsill,open,impossible,pjj-nonsense,impossible
window,windowsill,high,guaranteed,probably,impossible
cabinet,drawer,inner,guaranteed,pjj-nonsense,pjj-nonsense
cabinet,drawer,english,guaranteed,pjj-nonsense,probably
cabinet,drawer,metal,guaranteed,guaranteed,probably
cabinet,drawer,white,guaranteed,probably,probably
plane,logo,white,unlikely,unlikely,unrelated
rock,snow,solid,unrelated,unrelated,unrelated
rock,snow,hard,unrelated,unrelated,unlikely
rock,snow,white,unrelated,unrelated,unrelated
rock,snow,bare,pjj-nonsense,guaranteed,unrelated
boat,windshield,open,unrelated,guaranteed,wjj-nonsense
boat,windshield,tiny,probably,guaranteed,probably
computer,screen,off,guaranteed,guaranteed,guaranteed
computer,screen,remote,pjj-nonsense,guaranteed,guaranteed
computer,screen,grey,unlikely,probably,impossible
people,glove,old,unrelated,unrelated,unrelated
bull,ear,young,guaranteed,guaranteed,guaranteed
bull,ear,brown,probably,probably,unlikely
bull,ear,old,guaranteed,guaranteed,guaranteed
lady,shirt,poor,unrelated,pjj-nonsense,impossible
lady,shirt,beautiful,unrelated,unrelated,unrelated
skier,foot,excellent,guaranteed,pjj-nonsense,impossible
boy,pizza,nice,unrelated,unrelated,pjj-nonsense
kid,ear,young,guaranteed,guaranteed,guaranteed
kid,ear,nice,unrelated,unrelated,impossible
kid,ear,white,guaranteed,guaranteed,guaranteed
kid,ear,poor,pjj-nonsense,impossible,impossible
toddler,hair,active,guaranteed,impossible,impossible
toddler,hair,curious,impossible,impossible,impossible
toddler,hair,young,guaranteed,guaranteed,guaranteed
toddler,hair,dressed,unlikely,unlikely,impossible
toddler,hair,pink,unrelated,impossible,unlikely
toddler,hair,healthy,probably,probably,probably
toddler,hair,typical,probably,probably,probably
face,paint,beautiful,probably,unrelated,unrelated
face,paint,handsome,probably,unrelated,unlikely
face,paint,light,unrelated,unrelated,unrelated
face,paint,yellow,probably,unrelated,unrelated
butter knife,handle,gray,probably,probably,probably
butter knife,handle,silver,probably,probably,probably
butter knife,handle,metal,probably,probably,probably
butter knife,handle,long,probably,probably,unlikely
pavement,stripe,hard,guaranteed,guaranteed,guaranteed
pavement,stripe,old,probably,unrelated,guaranteed
pavement,stripe,smooth,guaranteed,unrelated,probably
pavement,stripe,wet,probably,guaranteed,guaranteed
pavement,stripe,rough,guaranteed,unrelated,guaranteed
pavement,stripe,grey,unrelated,unrelated,probably
mother,hand,dear,pjj-nonsense,impossible,unrelated
mother,hand,young,guaranteed,guaranteed,guaranteed
mother,hand,widowed,impossible,impossible,guaranteed
mother,hand,poor,pjj-nonsense,impossible,unrelated
mother,hand,black,guaranteed,guaranteed,guaranteed
mother,hand,old,guaranteed,guaranteed,guaranteed
clock tower,clock,tall,pjj-nonsense,unlikely,guaranteed
clock tower,clock,high,probably,guaranteed,guaranteed
clock tower,clock,round,unrelated,unrelated,probably
clock tower,clock,old,probably,probably,probably
crowd,person,huge,unrelated,unlikely,unrelated
crowd,person,vast,unrelated,impossible,impossible
crowd,person,clothed,unrelated,guaranteed,guaranteed
crowd,person,blurred,pjj-nonsense,probably,probably
crowd,person,dense,unrelated,impossible,unrelated
crowd,person,excited,unrelated,probably,probably
headphone,cord,crystal,unlikely,unlikely,pjj-nonsense
headphone,cord,silver,unlikely,unrelated,probably
headphone,cord,black,unlikely,guaranteed,probably
bear,nose,stuffed,guaranteed,probably,guaranteed
bear,nose,fake,guaranteed,guaranteed,guaranteed
bear,nose,white,unlikely,unlikely,unlikely
kitchen,wall,kitchen,guaranteed,guaranteed,pjj-nonsense
kitchen,wall,interior,guaranteed,guaranteed,unrelated
kitchen,wall,tiny,guaranteed,guaranteed,guaranteed
kitchen,wall,old,guaranteed,guaranteed,probably
kitchen,wall,communal,guaranteed,pjj-nonsense,pjj-nonsense
kitchen,wall,dark,guaranteed,unrelated,probably
kitchen,wall,warm,probably,probably,probably
girl,chin,poor,unrelated,impossible,pjj-nonsense
girl,chin,beautiful,probably,probably,unrelated
girl,chin,pretty,probably,probably,unrelated
girl,chin,old,guaranteed,guaranteed,guaranteed
umpire,hat,white,unrelated,unrelated,unrelated
batter,sock,thick,unrelated,unrelated,unrelated
batter,sock,thin,unrelated,unrelated,unrelated
player,face,key,impossible,impossible,guaranteed
player,face,professional,impossible,probably,unrelated
player,face,red,probably,unlikely,guaranteed
player,face,defensive,impossible,probably,guaranteed
player,face,poor,impossible,impossible,unrelated
hat,strap,white,probably,probably,probably
