whole,part,jj,result1,result2,result3
building,glass,original,guaranteed,guaranteed,probably
building,glass,old,guaranteed,guaranteed,probably
building,glass,tall,guaranteed,unlikely,unlikely
building,glass,fine,guaranteed,probably,pjj-nonsense
building,glass,brown,impossible,unlikely,unlikely
advertisement,letter,public,guaranteed,guaranteed,impossible
advertisement,letter,above,probably,guaranteed,pjj-nonsense
advertisement,letter,white,unrelated,unrelated,unrelated
advertisement,letter,political,impossible,unrelated,impossible
advertisement,letter,commercial,guaranteed,unrelated,impossible
advertisement,letter,false,impossible,impossible,impossible
child,back,dear,pjj-nonsense,impossible,probably
child,back,poor,pjj-nonsense,impossible,probably
child,back,young,guaranteed,guaranteed,guaranteed
child,back,sick,unlikely,unrelated,guaranteed
pole,sticker,green,unrelated,unrelated,unlikely
apple,spot,fresh,probably,probably,unlikely
apple,spot,green,guaranteed,unrelated,unlikely
apple,spot,shiny,guaranteed,unrelated,unlikely
apple,spot,golden,probably,unrelated,unlikely
apple,spot,rotten,guaranteed,guaranteed,guaranteed
street,sign,public,guaranteed,guaranteed,guaranteed
street,sign,quiet,impossible,unrelated,impossible
street,sign,long,unrelated,unrelated,unrelated
car,vent,white,probably,unrelated,probably
car,vent,open,unrelated,unrelated,impossible
car,vent,old,probably,guaranteed,guaranteed
grill,cover,mixed,unrelated,impossible,unrelated
grill,cover,open,guaranteed,guaranteed,guaranteed
grill,cover,hot,probably,guaranteed,probably
grill,cover,gray,unrelated,guaranteed,probably
water,wave,clear,probably,guaranteed,guaranteed
water,wave,blue,probably,probably,guaranteed
water,wave,warm,guaranteed,probably,guaranteed
water,wave,calm,impossible,probably,guaranteed
wall,part,high,guaranteed,probably,unrelated
wall,part,white,guaranteed,probably,probably
wall,part,posterior,probably,pjj-nonsense,guaranteed
wall,part,anterior,probably,pjj-nonsense,guaranteed
wall,part,lateral,probably,pjj-nonsense,guaranteed
giraffe,belly,young,guaranteed,guaranteed,guaranteed
giraffe,belly,stuffed,guaranteed,guaranteed,guaranteed
giraffe,belly,brown,probably,probably,probably
person,shoulder,human,guaranteed,guaranteed,pjj-nonsense
man,fist,poor,impossible,pjj-nonsense,unrelated
sofa,back,long,probably,guaranteed,guaranteed
sofa,back,white,probably,probably,probably
sofa,back,old,guaranteed,guaranteed,guaranteed
book,cover,excellent,probably,unrelated,unrelated
book,cover,important,probably,unrelated,unlikely
book,cover,interesting,probably,unrelated,unrelated
book,cover,open,guaranteed,guaranteed,unlikely
book,cover,old,guaranteed,guaranteed,guaranteed
book,cover,purple,guaranteed,probably,guaranteed
pumpkin,face,fresh,unrelated,impossible,probably
pumpkin,face,orange,guaranteed,probably,guaranteed
pumpkin,face,huge,probably,probably,guaranteed
pumpkin,face,round,guaranteed,probably,guaranteed
pumpkin,face,rotten,probably,probably,guaranteed
hand,bracelet,open,pjj-nonsense,unlikely,unrelated
tree,bottom,green,probably,probably,impossible
tree,bottom,hollow,guaranteed,probably,guaranteed
tree,bottom,old,guaranteed,guaranteed,guaranteed
banana,face,green,unrelated,unrelated,guaranteed
banana,face,wild,probably,guaranteed,guaranteed
banner,star,royal,pjj-nonsense,guaranteed,pjj-nonsense
banner,star,national,probably,guaranteed,guaranteed
banner,star,white,unrelated,impossible,unlikely
banner,star,sacred,unrelated,guaranteed,guaranteed
bear,shadow,fake,impossible,impossible,guaranteed
bear,shadow,white,impossible,unlikely,unlikely
lady,hand,poor,impossible,pjj-nonsense,impossible
lady,hand,dear,impossible,pjj-nonsense,impossible
lady,hand,beautiful,guaranteed,guaranteed,unrelated
oven,wall,metal,probably,guaranteed,guaranteed
oven,wall,black,probably,probably,guaranteed
oven,wall,hot,guaranteed,guaranteed,guaranteed
cabin,roof,lonely,pjj-nonsense,impossible,guaranteed
cabin,roof,wooden,guaranteed,guaranteed,probably
cabin,roof,forward,wjj-nonsense,probably,pjj-nonsense
cabin,roof,white,probably,unrelated,unrelated
cabin,roof,old,probably,guaranteed,probably
cabin,roof,rude,pjj-nonsense,guaranteed,pjj-nonsense
cabin,roof,tiny,probably,guaranteed,guaranteed
food,meat,animal,guaranteed,guaranteed,pjj-nonsense
food,meat,raw,guaranteed,guaranteed,guaranteed
food,meat,pink,probably,unrelated,guaranteed
food,meat,chinese,unrelated,guaranteed,unlikely
food,meat,human,guaranteed,guaranteed,guaranteed
aircraft,gear,light,probably,guaranteed,probably
aircraft,gear,commercial,guaranteed,guaranteed,guaranteed
aircraft,gear,german,probably,probably,probably
aircraft,gear,american,probably,probably,probably
zebra,body,striped,guaranteed,guaranteed,guaranteed
zebra,body,dead,guaranteed,guaranteed,guaranteed
zebra,body,true,pjj-nonsense,guaranteed,pjj-nonsense
zebra,body,tall,guaranteed,guaranteed,guaranteed
zebra,body,young,guaranteed,guaranteed,guaranteed
zebra,body,brown,guaranteed,guaranteed,guaranteed
zebra,body,female,guaranteed,guaranteed,guaranteed
coffee table,top,long,guaranteed,guaranteed,guaranteed
coffee table,top,above,guaranteed,guaranteed,guaranteed
coffee table,top,brown,guaranteed,probably,guaranteed
coffee table,top,wooden,guaranteed,probably,guaranteed
runway,grass,concrete,impossible,impossible,guaranteed
runway,grass,short,unrelated,guaranteed,unrelated
runway,grass,active,pjj-nonsense,impossible,unlikely
runway,grass,long,unrelated,impossible,unrelated
short,spot,long,impossible,unrelated,unrelated
short,spot,dead,pjj-nonsense,pjj-nonsense,pjj-nonsense
short,spot,blue,unlikely,unlikely,unrelated
truck,cargo,white,unrelated,unrelated,unlikely
truck,cargo,open,unlikely,unrelated,unlikely
truck,cargo,old,unlikely,unrelated,impossible
laptop,port,closed,impossible,unrelated,unlikely
laptop,port,typical,guaranteed,guaranteed,guaranteed
laptop,port,windows,unrelated,pjj-nonsense,wjj-nonsense
laptop,port,black,unrelated,guaranteed,unlikely
laptop,port,open,unrelated,guaranteed,unlikely
laptop,port,old,guaranteed,guaranteed,guaranteed
laptop,port,wireless,guaranteed,unrelated,unlikely
bus,back,public,guaranteed,guaranteed,pjj-nonsense
bus,back,old,guaranteed,guaranteed,guaranteed
bus,back,black,probably,impossible,probably
toilet seat,cover,closed,guaranteed,guaranteed,guaranteed
toilet seat,cover,vacant,guaranteed,guaranteed,guaranteed
toilet seat,cover,empty,pjj-nonsense,pjj-nonsense,guaranteed
toilet seat,cover,high,guaranteed,guaranteed,probably
toilet seat,cover,white,probably,probably,unrelated
toilet seat,cover,permanent,guaranteed,pjj-nonsense,probably
table,fruit,long,unrelated,unrelated,impossible
table,fruit,above,unrelated,guaranteed,guaranteed
table,fruit,white,unlikely,unlikely,impossible
bed,quilt,comfortable,unrelated,unrelated,guaranteed
bed,quilt,warm,unrelated,probably,guaranteed
bed,quilt,dry,unrelated,probably,guaranteed
jet,writing,private,pjj-nonsense,pjj-nonsense,guaranteed
jet,writing,free,pjj-nonsense,pjj-nonsense,guaranteed
jet,writing,black,unlikely,unlikely,unlikely
keyboard,cord,electronic,guaranteed,guaranteed,guaranteed
keyboard,cord,terminal,pjj-nonsense,probably,guaranteed
keyboard,cord,white,unlikely,guaranteed,probably
keyboard,cord,standard,guaranteed,guaranteed,guaranteed
runway,stripe,active,pjj-nonsense,unrelated,pjj-nonsense
runway,stripe,long,probably,guaranteed,guaranteed
runway,stripe,short,probably,guaranteed,guaranteed
runway,stripe,narrow,unrelated,unrelated,guaranteed
sandal,strap,red,probably,probably,unlikely
building,letter,public,guaranteed,guaranteed,unlikely
building,letter,original,probably,unrelated,guaranteed
building,letter,old,probably,guaranteed,guaranteed
building,letter,tall,unrelated,probably,probably
building,letter,fine,unrelated,guaranteed,unlikely
aircraft,stripe,light,unrelated,pjj-nonsense,unrelated
aircraft,stripe,white,unlikely,unlikely,unlikely
bench,gap,long,unrelated,impossible,probably
bench,gap,hard,impossible,pjj-nonsense,pjj-nonsense
bench,gap,gray,impossible,impossible,probably
toilet,handle,clear,pjj-nonsense,probably,wjj-nonsense
toilet,handle,closed,unrelated,unrelated,unlikely
toilet,handle,white,probably,unlikely,unrelated
jacket,lapel,white,probably,probably,guaranteed
kitchen,refrigerator,communal,probably,guaranteed,guaranteed
kitchen,refrigerator,warm,unlikely,probably,unrelated
kitchen,refrigerator,dark,unrelated,probably,guaranteed
kitchen,refrigerator,old,unrelated,unrelated,probably
kitchen,refrigerator,tiny,unrelated,probably,guaranteed
truck,mirror,white,unrelated,impossible,unrelated
truck,mirror,open,pjj-nonsense,impossible,pjj-nonsense
truck,mirror,old,probably,pjj-nonsense,unrelated
swan,bill,wild,pjj-nonsense,guaranteed,guaranteed
swan,bill,white,unlikely,probably,unrelated
swan,bill,beautiful,probably,probably,unrelated
forest,tree,dense,unrelated,guaranteed,probably
forest,tree,dark,probably,probably,probably
forest,tree,green,probably,guaranteed,probably
forest,tree,tropical,guaranteed,guaranteed,probably
forest,tree,thick,unrelated,guaranteed,probably
person,knuckle,human,guaranteed,guaranteed,pjj-nonsense
surfboard,shadow,short,guaranteed,unlikely,guaranteed
surfboard,shadow,miniature,guaranteed,pjj-nonsense,guaranteed
surfboard,shadow,old,impossible,pjj-nonsense,guaranteed
surfboard,shadow,purple,impossible,impossible,impossible
surfboard,shadow,giant,guaranteed,probably,guaranteed
ear,lobe,human,guaranteed,guaranteed,guaranteed
hydrant,chain,public,guaranteed,guaranteed,guaranteed
hydrant,chain,black,unrelated,unlikely,unrelated
hydrant,chain,silver,unrelated,unlikely,unrelated
hydrant,chain,broken,unrelated,unrelated,unrelated
hydrant,chain,open,probably,guaranteed,impossible
skateboarder,hand,professional,pjj-nonsense,guaranteed,pjj-nonsense
skateboarder,hand,young,guaranteed,guaranteed,guaranteed
skateboarder,hand,expert,pjj-nonsense,guaranteed,pjj-nonsense
skateboarder,hand,male,guaranteed,guaranteed,pjj-nonsense
tennis player,nose,poor,pjj-nonsense,impossible,guaranteed
ball,shadow,silver,impossible,impossible,pjj-nonsense
ball,shadow,white,impossible,impossible,pjj-nonsense
bus,destination,external,pjj-nonsense,guaranteed,guaranteed
bus,destination,old,unlikely,unrelated,guaranteed
boy,sweater,nice,impossible,unrelated,pjj-nonsense
container,sauce,suitable,unlikely,unrelated,pjj-nonsense
container,sauce,white,impossible,unrelated,unrelated
person,thumbnail,human,guaranteed,guaranteed,guaranteed
hat,trim,white,probably,unlikely,unlikely
hat,trim,old,guaranteed,guaranteed,guaranteed
hat,trim,tall,unlikely,pjj-nonsense,unrelated
tree,canopy,green,unrelated,probably,guaranteed
tree,canopy,old,unrelated,probably,guaranteed
tree,canopy,tall,unrelated,guaranteed,guaranteed
horse,reflection,dead,impossible,impossible,pjj-nonsense
horse,reflection,old,impossible,impossible,pjj-nonsense
horse,reflection,black,probably,guaranteed,guaranteed
shoe,toe,white,unrelated,impossible,unlikely
shoe,toe,old,unrelated,guaranteed,unlikely
collar,buckle,high,guaranteed,guaranteed,probably
collar,buckle,white,unrelated,unrelated,unrelated
collar,buckle,stiff,probably,guaranteed,unrelated
pant,stain,rapid,pjj-nonsense,pjj-nonsense,pjj-nonsense
pant,stain,white,impossible,unlikely,impossible
pant,stain,eternal,pjj-nonsense,pjj-nonsense,pjj-nonsense
pant,stain,silvery,probably,impossible,unlikely
post,chain,official,guaranteed,guaranteed,guaranteed
post,chain,important,guaranteed,guaranteed,guaranteed
post,chain,high,guaranteed,guaranteed,guaranteed
post,chain,curved,unlikely,probably,guaranteed
post,chain,old,probably,unrelated,probably
post,chain,metal,probably,probably,probably
shower,floor,clear,unlikely,guaranteed,unrelated
shower,floor,quick,pjj-nonsense,pjj-nonsense,impossible
shower,floor,cold,probably,guaranteed,probably
shower,floor,hot,probably,guaranteed,probably
shower,floor,heavy,unrelated,pjj-nonsense,unrelated
shower,floor,long,guaranteed,probably,unrelated
shower,floor,clean,guaranteed,guaranteed,guaranteed
statue,face,bronze,guaranteed,guaranteed,guaranteed
statue,face,colossal,probably,unrelated,guaranteed
statue,face,greek,guaranteed,guaranteed,guaranteed
statue,face,beautiful,probably,unrelated,probably
statue,face,manly,guaranteed,unrelated,guaranteed
snowboard,writing,red,unlikely,unrelated,unlikely
plate,vegetable,white,unrelated,unrelated,unrelated
plate,vegetable,round,unrelated,unlikely,unrelated
woman,stomach,poor,impossible,guaranteed,impossible
woman,stomach,beautiful,guaranteed,probably,unrelated
tennis player,shadow,poor,pjj-nonsense,unrelated,impossible
building,reflection,public,pjj-nonsense,guaranteed,guaranteed
building,reflection,original,pjj-nonsense,guaranteed,guaranteed
building,reflection,old,pjj-nonsense,impossible,guaranteed
building,reflection,fine,pjj-nonsense,guaranteed,guaranteed
building,reflection,brown,guaranteed,guaranteed,probably
boat,balcony,wooden,probably,probably,guaranteed
boat,balcony,white,probably,probably,unlikely
boat,balcony,open,guaranteed,probably,guaranteed
boat,balcony,old,guaranteed,guaranteed,guaranteed
boat,balcony,tiny,guaranteed,guaranteed,guaranteed
screen,edge,blank,guaranteed,guaranteed,impossible
screen,edge,white,guaranteed,guaranteed,probably
screen,edge,terminal,pjj-nonsense,pjj-nonsense,pjj-nonsense
mattress,sheet,soft,unrelated,unrelated,unrelated
mattress,sheet,hard,unrelated,unlikely,unrelated
mattress,sheet,thin,unrelated,unrelated,unrelated
mattress,sheet,green,unrelated,unrelated,unrelated
mattress,sheet,old,unrelated,unlikely,unrelated
mattress,sheet,firm,unrelated,unlikely,unrelated
ram,horn,white,unlikely,unrelated,unrelated
ram,horn,old,guaranteed,probably,guaranteed
coat,spot,long,unrelated,unrelated,unlikely
coat,spot,white,unrelated,unrelated,unrelated
plane,engine,yellow,unrelated,probably,unrelated
plane,engine,horizontal,unrelated,guaranteed,probably
plane,engine,vertical,probably,guaranteed,probably
vehicle,front,important,guaranteed,unrelated,guaranteed
vehicle,front,primary,guaranteed,pjj-nonsense,guaranteed
vehicle,front,yellow,probably,unrelated,probably
vehicle,front,suitable,guaranteed,guaranteed,guaranteed
sidewalk,light,public,guaranteed,guaranteed,guaranteed
sidewalk,light,concrete,impossible,impossible,impossible
sidewalk,light,narrow,unrelated,unrelated,unrelated
sidewalk,light,white,unrelated,unlikely,unrelated
sidewalk,light,crowded,pjj-nonsense,pjj-nonsense,guaranteed
sidewalk,light,wide,unrelated,impossible,unrelated
screen,image,blank,guaranteed,guaranteed,guaranteed
screen,image,terminal,pjj-nonsense,wjj-nonsense,pjj-nonsense
screen,image,white,unrelated,guaranteed,guaranteed
screen,image,fluorescent,guaranteed,guaranteed,guaranteed
container,hinge,plastic,impossible,guaranteed,unrelated
container,hinge,closed,pjj-nonsense,guaranteed,probably
pillow,pattern,tufted,guaranteed,pjj-nonsense,unlikely
pillow,pattern,striped,guaranteed,guaranteed,probably
pillow,pattern,soft,guaranteed,guaranteed,impossible
pillow,pattern,hard,guaranteed,guaranteed,impossible
pillow,pattern,wooden,wjj-nonsense,guaranteed,unlikely
pillow,pattern,white,unrelated,impossible,unrelated
pillow,pattern,down,impossible,guaranteed,impossible
player,ponytail,red,unrelated,unrelated,unlikely
jet,wing,private,pjj-nonsense,guaranteed,impossible
jet,wing,free,pjj-nonsense,pjj-nonsense,impossible
jet,wing,black,probably,unlikely,probably
animal,wing,experimental,pjj-nonsense,pjj-nonsense,guaranteed
animal,wing,poor,pjj-nonsense,pjj-nonsense,impossible
animal,wing,wild,guaranteed,guaranteed,guaranteed
animal,wing,young,guaranteed,guaranteed,guaranteed
animal,wing,brown,probably,guaranteed,probably
animal,wing,human,pjj-nonsense,pjj-nonsense,impossible
animal,wing,furry,pjj-nonsense,guaranteed,guaranteed
cloud,sky,white,impossible,unlikely,impossible
cloud,sky,dark,unrelated,unlikely,probably
cloud,sky,thick,impossible,unlikely,probably
cloud,sky,dense,impossible,impossible,impossible
keyboard,wire,virtual,impossible,pjj-nonsense,impossible
keyboard,wire,standard,probably,pjj-nonsense,guaranteed
keyboard,wire,terminal,pjj-nonsense,pjj-nonsense,guaranteed
keyboard,wire,white,unrelated,unrelated,probably
keyboard,wire,electronic,guaranteed,guaranteed,guaranteed
picture,flower,vivid,probably,guaranteed,probably
picture,flower,true,pjj-nonsense,guaranteed,pjj-nonsense
picture,flower,black,guaranteed,guaranteed,unrelated
picture,flower,clear,probably,guaranteed,unlikely
plane,edge,white,guaranteed,probably,probably
plane,edge,horizontal,guaranteed,probably,guaranteed
plane,edge,vertical,guaranteed,probably,wjj-nonsense
person,mouth,responsible,pjj-nonsense,guaranteed,impossible
person,mouth,human,guaranteed,guaranteed,guaranteed
player,visor,red,unlikely,unrelated,unrelated
doll,hair,baby,guaranteed,pjj-nonsense,guaranteed
doll,hair,wooden,unlikely,guaranteed,unrelated
doll,hair,brunette,probably,guaranteed,guaranteed
doll,hair,white,unrelated,unlikely,unrelated
doll,hair,beautiful,unrelated,guaranteed,probably
doll,hair,broken,unlikely,unlikely,unrelated
doll,hair,old,probably,guaranteed,guaranteed
doll,hair,naked,impossible,unlikely,impossible
zipper,pull,black,probably,probably,guaranteed
zipper,pull,open,guaranteed,pjj-nonsense,probably
zipper,pull,old,guaranteed,probably,guaranteed
zipper,pull,long,unrelated,guaranteed,unlikely
zipper,pull,invisible,guaranteed,guaranteed,guaranteed
kid,hat,smart,pjj-nonsense,unlikely,pjj-nonsense
kid,hat,poor,pjj-nonsense,pjj-nonsense,probably
kid,hat,white,unrelated,unrelated,unrelated
kid,hat,nice,unrelated,pjj-nonsense,unrelated
bush,flower,thick,unrelated,impossible,probably
bush,flower,lilac,guaranteed,probably,guaranteed
bush,flower,green,unrelated,unlikely,unlikely
bush,flower,low,guaranteed,probably,probably
bush,flower,colored,guaranteed,unrelated,guaranteed
girl,watch,poor,pjj-nonsense,impossible,unlikely
girl,watch,beautiful,unrelated,unrelated,unlikely
girl,watch,old,unrelated,unrelated,unlikely
girl,watch,pretty,unrelated,unrelated,unlikely
banner,letter,royal,pjj-nonsense,probably,pjj-nonsense
banner,letter,national,pjj-nonsense,guaranteed,pjj-nonsense
banner,letter,white,unlikely,unlikely,unlikely
banner,letter,sacred,probably,guaranteed,pjj-nonsense
sign,line,black,unlikely,unlikely,unlikely
sign,line,negative,impossible,pjj-nonsense,pjj-nonsense
sign,line,sure,impossible,pjj-nonsense,pjj-nonsense
sign,line,outward,guaranteed,pjj-nonsense,guaranteed
sign,line,positive,impossible,pjj-nonsense,pjj-nonsense
city,tree,poor,unrelated,pjj-nonsense,probably
city,tree,old,unrelated,unrelated,unrelated
city,tree,american,guaranteed,guaranteed,probably
city,tree,ancient,unrelated,unrelated,unrelated
backpack,tag,green,unlikely,unrelated,unrelated
backpack,tag,heavy,impossible,unlikely,unlikely
ramp,railing,long,guaranteed,guaranteed,unrelated
ramp,railing,concrete,unlikely,unrelated,impossible
apple,shadow,green,impossible,impossible,unlikely
apple,shadow,fresh,impossible,pjj-nonsense,unlikely
apple,shadow,golden,impossible,impossible,unlikely
apple,shadow,liquid,impossible,impossible,pjj-nonsense
pear,stem,green,probably,probably,probably
pear,stem,golden,probably,probably,unlikely
pear,stem,wild,guaranteed,guaranteed,guaranteed
pear,stem,ripe,guaranteed,guaranteed,guaranteed
window,shutter,high,probably,guaranteed,guaranteed
window,shutter,broken,unlikely,unrelated,probably
window,shutter,open,probably,guaranteed,probably
man,moustache,poor,pjj-nonsense,pjj-nonsense,probably
table,cake,long,unrelated,unlikely,unlikely
table,cake,above,unrelated,probably,guaranteed
table,cake,white,unrelated,unlikely,unrelated
head,eye,fuzzy,impossible,unrelated,guaranteed
head,eye,dark,unrelated,unrelated,unrelated
monkey,nose,young,guaranteed,guaranteed,guaranteed
monkey,nose,old,guaranteed,guaranteed,guaranteed
monkey,nose,female,pjj-nonsense,guaranteed,guaranteed
bike,bag,used,probably,probably,guaranteed
bike,bag,old,probably,probably,guaranteed
bike,bag,red,unrelated,probably,unrelated
pony,head,blonde,probably,probably,probably
pony,head,golden,probably,probably,probably
pony,head,white,probably,probably,probably
pony,head,old,guaranteed,guaranteed,guaranteed
sneaker,sol,old,guaranteed,probably,guaranteed
sneaker,sol,red,unrelated,unrelated,unlikely
teapot,handle,empty,impossible,pjj-nonsense,pjj-nonsense
teapot,handle,porcelain,probably,probably,guaranteed
teapot,handle,green,guaranteed,probably,unlikely
teapot,handle,silver,guaranteed,probably,unlikely
teapot,handle,old,guaranteed,probably,guaranteed
teapot,handle,cracked,unrelated,probably,unlikely
train,man,red,impossible,impossible,impossible
train,man,slow,unrelated,unlikely,guaranteed
train,man,fast,unlikely,unlikely,guaranteed
train,man,regular,pjj-nonsense,unlikely,guaranteed
train,man,silver,impossible,impossible,impossible
train,man,long,impossible,impossible,impossible
train,man,electric,impossible,impossible,impossible
person,forehead,human,guaranteed,pjj-nonsense,guaranteed
teddy bear,leg,white,probably,guaranteed,guaranteed
teddy bear,leg,forward,pjj-nonsense,guaranteed,guaranteed
girl,short,poor,impossible,pjj-nonsense,pjj-nonsense
girl,short,old,unrelated,unrelated,unrelated
girl,short,pretty,unrelated,unrelated,unrelated
player,sneaker,red,unrelated,unrelated,unrelated
monkey,leg,young,guaranteed,guaranteed,guaranteed
monkey,leg,old,guaranteed,guaranteed,guaranteed
monkey,leg,female,guaranteed,guaranteed,guaranteed
cup,drink,empty,guaranteed,guaranteed,impossible
cup,drink,black,unrelated,unrelated,unrelated
cup,drink,hot,probably,probably,guaranteed
person,number,responsible,impossible,pjj-nonsense,pjj-nonsense
person,number,human,impossible,pjj-nonsense,unlikely
jersey,stripe,white,unlikely,impossible,impossible
tag,writing,high,guaranteed,guaranteed,guaranteed
tag,writing,white,impossible,unlikely,unlikely
tag,writing,latin,guaranteed,guaranteed,unrelated
tag,writing,smart,impossible,probably,probably
pasta,sauce,fresh,guaranteed,unrelated,unrelated
pasta,sauce,cooked,guaranteed,unrelated,unrelated
pasta,sauce,hot,guaranteed,probably,unrelated
pasta,sauce,italian,unrelated,unrelated,probably
pasta,sauce,yellow,unrelated,unrelated,unlikely
pasta,sauce,homemade,probably,unrelated,probably
toy,face,stuffed,guaranteed,guaranteed,guaranteed
toy,face,mechanical,unlikely,guaranteed,probably
toy,face,classic,guaranteed,guaranteed,probably
toy,face,favourite,probably,guaranteed,probably
toy,face,broken,unrelated,probably,unlikely
toy,face,rabbit,guaranteed,guaranteed,guaranteed
toy,face,pretty,probably,guaranteed,guaranteed
bear,head,fake,guaranteed,guaranteed,guaranteed
bear,head,white,probably,guaranteed,probably
bear,head,stuffed,probably,probably,guaranteed
player,hair,poor,probably,impossible,pjj-nonsense
player,hair,professional,probably,guaranteed,pjj-nonsense
player,hair,red,unrelated,unrelated,unrelated
fork,handle,wooden,guaranteed,unrelated,probably
fork,handle,plastic,guaranteed,unrelated,probably
fork,handle,silver,guaranteed,guaranteed,probably
fork,handle,metal,guaranteed,guaranteed,probably
fork,handle,long,probably,probably,guaranteed
bus,circle,public,pjj-nonsense,guaranteed,impossible
bus,circle,external,guaranteed,guaranteed,unrelated
bus,circle,colorful,unrelated,guaranteed,unrelated
bus,circle,black,unrelated,guaranteed,unrelated
bus,circle,crowded,impossible,pjj-nonsense,unrelated
bus,circle,old,probably,guaranteed,unrelated
bear,nostril,white,unlikely,unrelated,impossible
hand,hair,open,impossible,impossible,pjj-nonsense
hand,hair,human,guaranteed,guaranteed,guaranteed
hand,hair,strong,impossible,unrelated,pjj-nonsense
person,shoe,human,impossible,pjj-nonsense,impossible
groom,hair,handsome,unrelated,unlikely,unrelated
groom,hair,english,guaranteed,pjj-nonsense,guaranteed
groom,hair,poor,impossible,pjj-nonsense,pjj-nonsense
groom,hair,old,guaranteed,guaranteed,probably
groom,hair,young,guaranteed,guaranteed,probably
wall,building,high,guaranteed,guaranteed,guaranteed
wall,building,white,unlikely,probably,probably
wall,building,lateral,unrelated,guaranteed,guaranteed
woman,eye,poor,pjj-nonsense,unrelated,pjj-nonsense
woman,eye,beautiful,unrelated,unrelated,guaranteed
woman,eye,elderly,guaranteed,probably,guaranteed
fence,bar,wooden,guaranteed,unlikely,guaranteed
fence,bar,high,probably,unlikely,guaranteed
fence,bar,white,guaranteed,probably,guaranteed
fence,bar,low,guaranteed,unrelated,guaranteed
fence,bar,metal,guaranteed,probably,guaranteed
wood,knot,brown,guaranteed,probably,impossible
wood,knot,dark,guaranteed,probably,pjj-nonsense
wood,knot,old,guaranteed,guaranteed,unlikely
wood,knot,dry,guaranteed,guaranteed,pjj-nonsense
ground,line,dry,probably,probably,guaranteed
ground,line,sandy,probably,probably,probably
ground,line,fertile,probably,probably,guaranteed
ground,line,dirty,probably,probably,probably
ground,line,white,probably,unrelated,unrelated
ground,line,open,probably,pjj-nonsense,guaranteed
ground,line,firm,probably,pjj-nonsense,guaranteed
mirror,view,spherical,probably,pjj-nonsense,guaranteed
mirror,view,concave,probably,pjj-nonsense,pjj-nonsense
mirror,view,broken,impossible,guaranteed,guaranteed
mirror,view,grey,impossible,impossible,impossible
mirror,view,long,impossible,impossible,guaranteed
mirror,view,magic,unlikely,guaranteed,pjj-nonsense
bird,shadow,dead,pjj-nonsense,impossible,impossible
bird,shadow,white,unlikely,impossible,impossible
bird,shadow,beautiful,pjj-nonsense,unrelated,unrelated
bird,shadow,old,pjj-nonsense,guaranteed,impossible
bird,shadow,male,pjj-nonsense,guaranteed,guaranteed
plate,salad,white,impossible,unlikely,impossible
uniform,stripe,white,unrelated,impossible,unlikely
face,stubble,light,unrelated,unrelated,unrelated
face,stubble,yellow,unrelated,unlikely,unlikely
trolley,window,green,unlikely,unlikely,impossible
trolley,window,electric,unlikely,guaranteed,unlikely
trolley,window,laden,impossible,pjj-nonsense,unrelated
trolley,window,empty,impossible,impossible,unlikely
man,board,poor,pjj-nonsense,pjj-nonsense,pjj-nonsense
orange,spot,orange,unrelated,unrelated,unlikely
orange,spot,deep,unrelated,unrelated,pjj-nonsense
orange,spot,round,unrelated,unrelated,unrelated
orange,spot,pale,unrelated,unrelated,unrelated
orange,spot,shiny,unrelated,probably,probably
orange,spot,bright,unrelated,unrelated,probably
cell phone,antenna,portable,guaranteed,guaranteed,guaranteed
cell phone,antenna,smart,impossible,unrelated,impossible
cell phone,antenna,black,unrelated,probably,probably
station,sign,private,probably,unlikely,guaranteed
station,sign,empty,unrelated,pjj-nonsense,impossible
station,sign,high,unrelated,pjj-nonsense,guaranteed
station,sign,old,unrelated,unlikely,probably
station,sign,mobile,unlikely,pjj-nonsense,unlikely
suit,pocket,green,guaranteed,probably,guaranteed
suit,pocket,dark,guaranteed,probably,guaranteed
cow,fur,dead,guaranteed,guaranteed,guaranteed
cow,fur,white,probably,probably,probably
cow,fur,old,guaranteed,guaranteed,guaranteed
laptop,monitor,closed,guaranteed,guaranteed,guaranteed
laptop,monitor,typical,guaranteed,guaranteed,guaranteed
laptop,monitor,windows,guaranteed,unrelated,unrelated
laptop,monitor,black,unrelated,unrelated,impossible
laptop,monitor,open,guaranteed,unlikely,guaranteed
laptop,monitor,old,guaranteed,guaranteed,guaranteed
laptop,monitor,wireless,impossible,guaranteed,impossible
man,glove,poor,pjj-nonsense,pjj-nonsense,pjj-nonsense
building,cross,public,guaranteed,pjj-nonsense,probably
building,cross,original,probably,probably,guaranteed
building,cross,old,probably,probably,guaranteed
building,cross,tall,guaranteed,unrelated,unlikely
building,cross,fine,probably,probably,guaranteed
building,cross,brown,unrelated,unrelated,unlikely
lion,eye,dead,guaranteed,guaranteed,guaranteed
lion,eye,wild,guaranteed,guaranteed,guaranteed
lion,eye,old,guaranteed,guaranteed,guaranteed
lion,eye,young,guaranteed,guaranteed,guaranteed
lion,eye,brown,unrelated,unrelated,unrelated
lion,eye,british,guaranteed,pjj-nonsense,guaranteed
mom,hair,poor,impossible,pjj-nonsense,impossible
mom,hair,dear,impossible,pjj-nonsense,impossible
mom,hair,old,guaranteed,guaranteed,guaranteed
mom,hair,black,unrelated,unlikely,unrelated
sand,rock,dry,probably,guaranteed,guaranteed
